,SYMBOL, DATE1, SERIES, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, CLOSE_PRICE, TTL_TRD_QNTY, NO_OF_TRADES, DELIV_QTY, DELIV_PER,HiLo,Wick,ClOP_per,Wick_Percentage,HiLo_Percentage,vol_dis,Factor,Per_vol_Updown,delivery_Factor,delivery_density
25,2020-12-10,EICHERMOT, EQ,2558.0,2558.0,2488.0,2492.65,1106304,62748,353320.0,31.94,70.0,4.650000000000091,-2.62170782099372,0.1865484524502108,2.736328125,404302.3897216274,1.0753571670007402,-101.38589845105867,104.02840721299604,-184.57658779576585
26,2020-12-11,EICHERMOT, EQ,2492.0,2508.0,2452.0,2470.8,1488286,93777,558165.0,37.5,56.0,34.80000000000018,-0.8580216933786602,1.4084507042253591,2.232421875,666668.7944006999,24.8078287893048,39.354835096927864,205.42644030921662,49.359777126835255
27,2020-12-14,EICHERMOT, EQ,2464.0,2464.0,2392.0,2400.45,2480823,101271,1103635.0,44.49,72.0,8.449999999999818,-2.64742027536505,0.3520173300839389,2.921875,849051.7219251337,2.0094931356954677,21.48077941717144,315.91826513956664,34.97481374859312
28,2020-12-15,EICHERMOT, EQ,2410.0,2488.0,2410.0,2475.2,2907490,129166,628243.0,21.61,78.0,12.800000000000182,2.63413057530704,0.5171299288946329,3.134765625,927498.3676012461,2.9669330531457967,8.457874257934918,166.002574273122,-90.30925666236367
29,2020-12-16,EICHERMOT, EQ,2500.0,2506.0,2446.0,2470.1,1462297,73815,324144.0,22.17,60.0,30.09999999999991,-1.2104773086109901,1.2185741467956746,2.39453125,610681.9445350734,15.213904304608267,-51.879120694713286,111.34443195665197,-49.08924618498142
30,2020-12-17,EICHERMOT, EQ,2472.0,2496.0,2440.0,2466.6,1059879,45992,340527.0,32.13,56.0,50.59999999999991,-0.21892483580637645,2.051406794778231,2.244140625,472287.2480417755,141.61267613272855,-29.303077114005916,125.32718719227576,11.157000766459047
31,2020-12-18,EICHERMOT, EQ,2460.0,2490.0,2426.0,2480.95,849960,50303,256418.0,30.17,64.0,43.05000000000018,0.8444345915878984,1.7352223946472094,2.5703125,330683.5258358663,31.055212222377783,-42.821523040187294,82.57532691911463,-51.773165021844896
32,2020-12-21,EICHERMOT, EQ,2460.0,2498.0,2340.0,2396.4,1194154,62683,377772.0,31.64,158.0,94.40000000000009,-2.6539809714571874,3.9392421966282853,6.32421875,188822.37430512664,22.43159997806857,-75.12941835033796,49.27815573426384,-67.56984040638268
33,2020-12-22,EICHERMOT, EQ,2400.0,2464.0,2382.0,2446.7,1197777,66802,291387.0,24.33,82.0,35.30000000000018,1.9086933420525583,1.4427596354273078,3.328125,359895.4366197183,11.423605523618587,47.53410154943287,73.2382716862807,32.71529406735738
34,2020-12-23,EICHERMOT, EQ,2446.0,2474.0,2416.0,2446.7,954704,50045,240248.0,25.16,58.0,57.30000000000018,0.028609964441898228,2.3419299464585066,2.34375,407340.37333333335,1237.0918760303398,11.647491832288878,85.37162630376834,14.212397189570769
35,2020-12-28,EICHERMOT, EQ,2442.0,2462.0,2426.0,2451.35,711668,46218,223705.0,31.43,36.0,26.65000000000009,0.38142248148979263,1.0871560568666325,1.4619140625,486805.6325985304,43.07556429215492,16.32381672352838,128.07222587729956,33.34103025150888
